Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,PHILOS,PHILOS  1,3135,HUFFAKER P,17.0,7.0,6.0,1.0,,,,,,,6.0,37
,,,3136,KATHERINE A L,17.0,9.0,3.0,,1.0,1.0,,,,,8.0,39
,,,3137,HUFFAKER P,19.0,1.0,1.0,,,,,,,,1.0,22
,,,3138,KATHERINE A L,15.0,11.0,4.0,,,1.0,,1.0,,,16.0,48
,,,3139,KATHERINE A L,14.0,10.0,2.0,,,,,,,,8.0,34
,,,3140,MORRIS S,12.0,16.0,6.0,,,,,,,,6.0,40
,,,3141,DAILY M S,36.0,1.0,2.0,,2.0,,,,,,4.0,45
,,,3142,BENNET S E,29.0,7.0,3.0,1.0,1.0,,,,,,4.0,45
,,,3143,BENNET S E,25.0,5.0,5.0,,2.0,,,,,,3.0,40
,,,3144,ORTEGA G R,29.0,7.0,2.0,1.0,,,,,,,3.0,42
,,,3145,ORTEGA G R,31.0,7.0,1.0,,,,,,,,3.0,42
,,,3146,MOHSEN A M,18.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,11.0,37
,,,3147,MOHSEN A M,19.0,7.0,1.0,1.0,5.0,,,,,,6.0,39
,,,3148,MOHSEN A M,21.0,5.0,2.0,,1.0,2.0,,1.0,,,9.0,41
,,,3149,MORRIS S,11.0,8.0,11.0,,,,,,,,7.0,37
,,,3553,KATHERINE A L,8.0,14.0,11.0,1.0,,1.0,,,,,9.0,44
,,,3699,DAILY M S,22.0,1.0,2.0,,10.0,,,,,,12.0,47
,,PHILOS  2,3151,DAILY M S,34.0,1.0,1.0,,5.0,,,,,,3.0,44
,,PHILOS  3,3152,MOHSEN A M,14.0,6.0,1.0,,3.0,,1.0,,,,8.0,33
,,,3153,MOHSEN A M,12.0,8.0,3.0,2.0,2.0,,,1.0,,,4.0,32
,,PHILOS  4,3154,KATHERINE A L,8.0,2.0,,,,,,,,,5.0,15
,,PHILOS  5,3155,MORRIS S,16.0,13.0,8.0,1.0,,1.0,,,,,4.0,43
,,PHILOS  7,3156,KLUMPE P A,11.0,6.0,1.0,,4.0,,,,,,11.0,33
,,,3157,KLUMPE P A,13.0,4.0,,,6.0,,,,,,13.0,36
,,,3158,KATHERINE A L,10.0,2.0,,1.0,1.0,,,,,,6.0,20
,,,3159,ORTEGA G R,17.0,10.0,1.0,,,,,,,,5.0,33
,,PHILOS  9,3160,KLUMPE P A,6.0,3.0,3.0,,2.0,,,1.0,,,3.0,18
,,,3161,KLUMPE P A,14.0,7.0,1.0,,3.0,1.0,,,,,14.0,40
,,PHILOS 20,3162,HUFFAKER P,3.0,5.0,1.0,1.0,,,,,,,1.0,11
,,PHILOS 22,3163,QUESADA D M,31.0,4.0,2.0,1.0,3.0,,,,,,2.0,43
,,PHILOS 23,3164,BENNET S E,32.0,5.0,1.0,,4.0,,,,,,3.0,45
,,PHILOS 51,3167,OIFER E R,6.0,,,,,2.0,,,,,5.0,13
,,,3168,OIFER E R,,3.0,1.0,2.0,1.0,,1.0,,,,2.0,10
,,,3560,OIFER E R,1.0,2.0,1.0,,,,,,,,2.0,6
,,PHILOS 52,4248,KURVINK S J,1.0,,,,,,,,,,1.0,2
,POL SC,POL SC  1,3238,TAHVILDARANJESS R,71.0,21.0,11.0,4.0,8.0,,1.0,,,,14.0,130
,,,3240,WOODS V,13.0,5.0,1.0,2.0,6.0,1.0,,,,,10.0,38
,,,3241,TAHVILDARANJESS R,79.0,21.0,6.0,2.0,7.0,1.0,,,,,16.0,132
,,,3242,BUCKLEY A D,13.0,5.0,9.0,1.0,5.0,,,,,,6.0,39
,,,3243,WOODS V,10.0,11.0,5.0,2.0,7.0,,,,,,5.0,40
,,,3244,TAHVILDARANJESS R,66.0,24.0,13.0,4.0,8.0,1.0,,,,,18.0,134
,,,3245,WOODS V,13.0,5.0,6.0,2.0,6.0,,,,,,4.0,36
,,,3246,KURVINK S J,23.0,10.0,2.0,1.0,2.0,,,,,,6.0,44
,,,3247,SCHULTZ C K,12.0,1.0,,,1.0,1.0,,,,,8.0,23
,,,3248,BUCKLEY A D,6.0,7.0,13.0,2.0,,,,,,,5.0,33
,,,3249,TAHVILDARANJESS R,32.0,12.0,4.0,3.0,4.0,,,,,,1.0,56
,,,3250,GROPER R P,5.0,8.0,2.0,6.0,6.0,,,,,,5.0,32
,,,3251,GORGIE F J,28.0,5.0,2.0,1.0,1.0,,,,,,1.0,38
,,,3252,GORGIE F J,24.0,2.0,3.0,1.0,,,,,,,2.0,32
,,,3253,GROPER R P,5.0,8.0,4.0,5.0,7.0,,,,,,6.0,35
,,,3254,BUCKLEY A D,4.0,10.0,11.0,,2.0,,,,,,10.0,37
,,,3255,GORGIE F J,21.0,6.0,3.0,1.0,2.0,,,1.0,,,,34
,,,3562,SCHULTZ C K,8.0,1.0,,,1.0,1.0,1.0,,,,9.0,21
,,,3694,GROPER R P,5.0,5.0,7.0,5.0,4.0,2.0,,,,,3.0,31
,,,4270,KURVINK S J,16.0,6.0,2.0,1.0,10.0,,,,,,5.0,40
,,,4315,ANTOINE E R,9.0,9.0,5.0,1.0,4.0,,1.0,2.0,,,11.0,42
,,POL SC  2,3256,BUCKLEY A D,8.0,8.0,3.0,1.0,4.0,,,,,,7.0,31
,,,3257,GABLER C L,13.0,,2.0,,,,,,,,2.0,17
,,,3258,GABLER C L,16.0,7.0,3.0,,3.0,,1.0,,,,3.0,33
,,,3259,BERMAN DIANNE R,5.0,3.0,6.0,2.0,11.0,,,,,,8.0,35
,,,3260,BERMAN DIANNE R,6.0,10.0,5.0,4.0,14.0,,,,,,7.0,46
,,,3261,BUCKLEY A D,9.0,8.0,7.0,2.0,2.0,,,,,,7.0,35
,,POL SC  5,3262,BERMAN DIANNE R,1.0,5.0,1.0,,,,,,,,,7
,,,3263,KANG K,6.0,3.0,3.0,,1.0,,,,,,1.0,14
,,,3614,BERMAN DIANNE R,,,3.0,,1.0,,,,,,2.0,6
,,POL SC  7,3264,BERMAN DIANNE R,2.0,18.0,1.0,,5.0,2.0,,,,,4.0,32
,,,3265,BUCKLEY A D,13.0,14.0,10.0,,2.0,,,,,,3.0,42
,,,3267,MONTEIRO N,17.0,9.0,6.0,,5.0,,,,,,4.0,41
,,,3268,BUCKLEY A D,17.0,3.0,1.0,,,,,,,,5.0,26
,,POL SC 24,3269,GABLER C L,7.0,6.0,5.0,,8.0,1.0,,,,,6.0,33
,,,3270,GABLER C L,9.0,1.0,1.0,2.0,11.0,,,,,,13.0,37
,,POL SC 31,3271,DAVIS SH L,10.0,2.0,2.0,1.0,2.0,,,,,,3.0,20
,,,3272,GELFELD D W,5.0,12.0,4.0,2.0,9.0,1.0,,,,,7.0,40
,,POL SC 51,3276,OIFER E R,5.0,1.0,,1.0,3.0,,,,,,12.0,22
,,,3277,OIFER E R,5.0,1.0,3.0,,1.0,,,,,,12.0,22
,,,3561,OIFER E R,4.0,1.0,1.0,,,1.0,,,,,7.0,14
,,POL SC 52,4271,KURVINK S J,8.0,2.0,,,2.0,,,1.0,,,,13
,,POL SC 88A,3278,SCHULTZ C K,1.0,,,,,,,,,,,1
,,POL SC 88B,3280,SCHULTZ C K,1.0,,,,,,,,,,,1
,,,3281,SCHULTZ C K,1.0,,,,,,,,,,,1
,,POL SC 95,3282,TAHVILDARANJESS R A,,,,,,15.0,,,,,7.0,22
,SOCIOL,SOCIOL  1,3367,THING J P,15.0,6.0,8.0,3.0,5.0,,,,,,2.0,39
,,,3368,THING J P,14.0,2.0,1.0,1.0,2.0,,,,,,1.0,21
,,,3369,SCAIFE M L,19.0,9.0,4.0,,5.0,,,,,,3.0,40
,,,3370,WILLIAMS LEON T K,26.0,3.0,1.0,,10.0,,,,,,3.0,43
,,,3371,ROMO R,28.0,8.0,2.0,,2.0,,,,,,,40
,,,3372,WILLIAMS LEON T K,24.0,3.0,2.0,,6.0,,,,,,5.0,40
,,,3373,ROMO R,15.0,5.0,2.0,1.0,3.0,,,,,,,26
,,,3374,WILLIAMS LEON T K,29.0,6.0,,,6.0,,,,,,3.0,44
,,,3375,SCAIFE M L,4.0,9.0,4.0,6.0,3.0,1.0,,,,,13.0,40
,,,3376,ROMO R,30.0,7.0,2.0,1.0,3.0,,,,,,1.0,44
,,,3377,ROMO R,33.0,5.0,,1.0,2.0,,,,,,2.0,43
,,,3378,THING J P,17.0,14.0,5.0,1.0,4.0,,,,,,1.0,42
,,,3379,THING J P,14.0,11.0,3.0,6.0,2.0,1.0,,,,,6.0,43
,,,3380,GHEYTANCHI E,18.0,10.0,4.0,,2.0,,,,,,9.0,43
,,,3381,GHEYTANCHI E,15.0,14.0,6.0,,1.0,,,,,,7.0,43
,,,3383,FUJIWARA M,34.0,5.0,1.0,4.0,,,,,,,1.0,45
,,,3384,KIM SOO MEE,12.0,3.0,3.0,,18.0,,1.0,,,,2.0,39
,,,3385,KLEIN M C,20.0,7.0,3.0,,1.0,,,,,,,31
,,,3386,ANDRADA A V,9.0,8.0,6.0,3.0,3.0,,,,,,14.0,43
,,,3387,ROMO R,29.0,12.0,2.0,,1.0,,,,,,1.0,45
,,,3388,KLEIN M C,13.0,5.0,5.0,1.0,,,,,,,4.0,28
,,,3389,GHEYTANCHI E,19.0,10.0,2.0,,2.0,1.0,,,,,2.0,36
,,,3390,FUJIWARA M,29.0,5.0,4.0,,2.0,,,,,,4.0,44
,,,3392,KIM SOO MEE,12.0,5.0,3.0,2.0,9.0,,,,,,10.0,41
,,,3393,LIVINGS G S,11.0,6.0,6.0,5.0,7.0,,1.0,,,,1.0,37
,,,4292,SCAIFE M L,1.0,2.0,3.0,1.0,5.0,,1.0,,,,9.0,22
,,,4305,LIVINGS G S,12.0,6.0,12.0,2.0,6.0,,,,,,4.0,42
,,,4306,LIVINGS G S,8.0,5.0,4.0,,16.0,,,,,,2.0,35
,,SOCIOL  2,3394,ROMO R,32.0,9.0,1.0,1.0,1.0,,,,,,1.0,45
,,,3396,CRAWFORD A,28.0,7.0,2.0,1.0,3.0,,,,,,3.0,44
,,SOCIOL  4,3397,THING J P,15.0,14.0,1.0,2.0,,,,,,,3.0,35
,,,3398,THING J P,28.0,9.0,,,2.0,,,,,,3.0,42
,,SOCIOL 30,3399,CRAWFORD A,15.0,14.0,3.0,1.0,9.0,,,,,,3.0,45
,,SOCIOL 33,3400,LIVINGS G S,8.0,5.0,6.0,,3.0,,,,,,7.0,29
,,SOCIOL 34,3401,LIVINGS G S,10.0,8.0,3.0,2.0,3.0,,,,,,5.0,31
,,SOCIOL 88A,3403,SCHULTZ C K,1.0,,,,,,,,,,,1
,WGS,WGS    10,3471,WESTERBAND Y,18.0,2.0,,,1.0,,,,,,3.0,24
,,,3472,WESTERBAND Y,22.0,4.0,1.0,,3.0,,,,,,5.0,35
,,,3473,BRICKLEY B,14.0,12.0,4.0,2.0,1.0,1.0,,,,,7.0,41
,,,3474,WESTERBAND Y,17.0,5.0,,2.0,3.0,,,,,,5.0,32
,,,3504,MANOFF R J,24.0,8.0,3.0,1.0,2.0,,,,,,3.0,41
,,WGS    30,3475,BRICKLEY B,11.0,1.0,1.0,1.0,3.0,,,,,,2.0,19
,,,3476,WESTERBAND Y,21.0,2.0,1.0,,4.0,,,1.0,,,1.0,30
,,WGS    40,3477,WESTERBAND Y,14.0,3.0,,,3.0,,,2.0,,,,22
Photo - Fashion,FASHN,FASHN   1,2397,IVAS L,16.0,1.0,3.0,,8.0,,,1.0,,,8.0,37
,,,2398,IVAS L,17.0,3.0,1.0,,7.0,,,2.0,,,3.0,33
,,,2399,KOLKO S R,3.0,12.0,2.0,6.0,4.0,,,,,,6.0,33
,,,2400,ARMSTRONG R W,15.0,3.0,1.0,2.0,6.0,,1.0,,,,5.0,33
,,,4110,ARMSTRONG R W,14.0,1.0,1.0,3.0,12.0,,,,,,2.0,33
,,FASHN   2,2401,LAKE R G,8.0,8.0,3.0,3.0,1.0,,,,,,6.0,29
,,,2402,ARMSTRONG R W,24.0,4.0,1.0,,2.0,,,,,,4.0,35
,,,4111,ARMSTRONG R W,22.0,6.0,,,4.0,,,,,1.0,1.0,34
,,FASHN   3,2403,COOPER S A,6.0,1.0,1.0,3.0,3.0,,,,,,7.0,21
,,,2404,KHACHMANYAN S,5.0,2.0,2.0,1.0,9.0,,,,,,4.0,23
,,,2405,LOUIS L N,7.0,2.0,2.0,1.0,5.0,,,2.0,,,5.0,24
,,,4112,ARDELL J B,7.0,2.0,5.0,,6.0,,,,,,4.0,24
,,FASHN   5,2406,KOLKO S R,7.0,10.0,4.0,,,,,,,1.0,6.0,28
,,,2407,KOLKO S R,10.0,8.0,2.0,3.0,4.0,,,,,,5.0,32
,,FASHN   6A,2408,KHACHMANYAN S,3.0,3.0,4.0,1.0,3.0,,,,,,5.0,19
,,,2409,LOUIS L N,10.0,1.0,1.0,1.0,3.0,,,1.0,,,5.0,22
,,FASHN   6B,2410,LOUIS L N,3.0,1.0,1.0,2.0,4.0,,,,,,4.0,15
,,FASHN   7,2411,LAKE R G,6.0,3.0,4.0,,,,,,,,3.0,16
,,FASHN   8,2412,ARMSTRONG J I,8.0,5.0,1.0,2.0,11.0,,,,,,2.0,29
,,,4113,REINER H G,8.0,10.0,2.0,1.0,7.0,,,,,1.0,2.0,31
,,FASHN   9A,2413,ARMSTRONG J I,2.0,4.0,4.0,3.0,7.0,,,,,,5.0,25
,,,4114,ARMSTRONG J I,1.0,8.0,2.0,1.0,7.0,,,,,,6.0,25
,,FASHN   9B,4115,REINER H G,7.0,3.0,2.0,,2.0,1.0,,,,,3.0,18
,,FASHN  10,2414,ALLEN A,9.0,7.0,,,,,,,,,2.0,18
,,FASHN  13,2415,ARDELL J B,16.0,3.0,,,2.0,,,,,,,21
,,FASHN  15,2416,IVAS L,14.0,4.0,,,4.0,,,,,,3.0,25
,,FASHN  16,2417,LOUIS L N,5.0,,2.0,,4.0,,,,,,2.0,13
,,FASHN  18,4116,ARMSTRONG R W,23.0,1.0,,,4.0,,,,,,1.0,29
,,FASHN  20,2418,IVAS L,23.0,1.0,,,6.0,,,,,,2.0,32
,,FASHN  90A,2420,IVAS L,,,,,,1.0,,,,,,1
,,FASHN  90C,3696,IVAS L,,,,,,1.0,,,,,,1
,PHOTO,PHOTO   1,3173,MANGUS E P,17.0,3.0,2.0,,10.0,1.0,,,,,6.0,39
,,,3174,MANGUS E P,10.0,2.0,4.0,3.0,10.0,,,1.0,,1.0,3.0,34
,,,3175,THAWLEY J,8.0,6.0,,,9.0,,,,,,10.0,33
,,,3176,MANGUS E P,16.0,1.0,3.0,1.0,10.0,,,1.0,,,5.0,37
,,,3177,THAWLEY J,9.0,3.0,4.0,,7.0,,,,,,7.0,30
,,,3178,MANGUS E P,5.0,2.0,1.0,2.0,13.0,,,,,,4.0,27
,,,3179,HERE B,7.0,5.0,2.0,1.0,2.0,1.0,,,,,19.0,37
,,,3180,NELSON H,6.0,4.0,,,6.0,,,1.0,,,15.0,32
,,,3181,NELSON H,8.0,,2.0,,5.0,1.0,,,,1.0,2.0,19
,,,3182,STEIL R J,15.0,1.0,,,,,,,,,,16
,,,3183,BRIGGS T H,13.0,2.0,1.0,,,,,,,,,16
,,,3184,PATUGAN R Y,10.0,2.0,1.0,,10.0,,,,,1.0,11.0,35
,,,4249,MANGUS E P,13.0,7.0,,,5.0,,2.0,1.0,,,4.0,32
,,PHOTO   2,4250,MOULTON S A,7.0,6.0,3.0,,4.0,,,,,,5.0,25
,,,4251,MOULTON S A,2.0,7.0,5.0,,,1.0,,,,,2.0,17
,,PHOTO   5,3187,NELSON H,6.0,3.0,,,,1.0,,,,,7.0,17
,,,3188,MCDONALD S D,2.0,,,,6.0,,,1.0,,,8.0,17
,,,3189,PATUGAN R Y,5.0,2.0,2.0,,,,,,,,2.0,11
,,,4252,MCDONALD S D,3.0,1.0,1.0,,2.0,,1.0,,,,4.0,12
,,PHOTO  30,3192,ANDERSON DA,5.0,2.0,,,3.0,,,,,,2.0,12
,,,4253,ANDERSON DA,7.0,4.0,2.0,,6.0,,,2.0,,,3.0,24
,,PHOTO  32,3193,SANSERI J D,3.0,1.0,3.0,,2.0,,,,,,2.0,11
,,PHOTO  33,4254,SANSERI J D,3.0,4.0,2.0,1.0,4.0,,,,,,6.0,20
,,PHOTO  34,3194,WITHERS J J,4.0,1.0,,1.0,3.0,2.0,,,,,2.0,13
,,PHOTO  39,3195,NELSON H,,2.0,,,5.0,,,,,,11.0,18
,,,4256,CALZATTI N,4.0,2.0,2.0,,1.0,,,,,,6.0,15
,,PHOTO  40,4257,CALZATTI N,3.0,1.0,,,,,,,,,4.0,8
,,PHOTO  42,4258,WITHERS J J,1.0,5.0,2.0,,3.0,,,,,,7.0,18
,,PHOTO  43,3197,NELSON H,6.0,3.0,2.0,,1.0,1.0,,1.0,,,1.0,15
,,PHOTO  60,3200,WITHERS J J,11.0,5.0,3.0,2.0,2.0,1.0,2.0,,,,7.0,33
,,PHOTO  90B,3203,WITHERS J J,1.0,,,,,,,,,,,1
Physical Sci,CHEM,CHEM    9,1424,WONG W W,9.0,7.0,6.0,2.0,2.0,,,,,,3.0,29
,,,1425,WONG W W,7.0,7.0,2.0,2.0,2.0,1.0,,,,1.0,6.0,28
,,,1426,WALKER WAUGH M V,2.0,5.0,2.0,1.0,3.0,,,,,,11.0,24
,,,1427,WALKER WAUGH M V,5.0,5.0,3.0,2.0,1.0,,,,,,5.0,21
,,,1428,LIU C,14.0,4.0,6.0,,,,,,,,,24
,,,1429,LIU C,14.0,6.0,5.0,,,,,,,,2.0,27
,,CHEM   10,1430,CHUNG G G,9.0,9.0,8.0,,1.0,,,,,,4.0,31
,,,1431,CHUNG G G,10.0,7.0,5.0,,3.0,1.0,,,,,5.0,31
,,,1432,ABBANI M A,,2.0,5.0,1.0,1.0,,,,,,16.0,25
,,,1433,ABBANI M A,,3.0,5.0,1.0,1.0,,,,,,12.0,22
,,,1434,LAVALLEE R J,,,3.0,5.0,1.0,,,,,,11.0,20
,,,1435,LAVALLEE R J,,,2.0,3.0,1.0,,,,,,18.0,24
,,,1436,TAYLOR S M,11.0,3.0,1.0,,4.0,,,,,,8.0,27
,,,1437,TAYLOR S M,9.0,5.0,2.0,,4.0,1.0,,,,,5.0,26
,,,1438,EBRAHIMI H,9.0,6.0,7.0,,1.0,,,,,,3.0,26
,,,1439,EBRAHIMI H,9.0,7.0,4.0,,3.0,,,,,,5.0,28
,,,1440,STRATHEARN M D,5.0,,3.0,1.0,4.0,,,1.0,,,13.0,27
,,,1441,STRATHEARN M D,5.0,1.0,4.0,,4.0,,,,,,10.0,24
,,,1442,LAVALLEE R J,2.0,,1.0,1.0,2.0,1.0,,,,1.0,15.0,23
,,,1444,WALKER WAUGH M V,3.0,5.0,6.0,,4.0,,,,,,12.0,30
,,,1445,WALKER WAUGH M V,3.0,5.0,2.0,1.0,5.0,2.0,1.0,,,,9.0,28
,,,1446,KO H,2.0,2.0,2.0,1.0,13.0,,,,,,7.0,27
,,,1448,NAULI S,,6.0,6.0,1.0,,,,,,,8.0,21
,,,1449,NAULI S,5.0,5.0,3.0,,1.0,,,,,,9.0,23
,,,1450,NAULI S,3.0,6.0,4.0,1.0,,1.0,,,,,10.0,25
,,,1451,PECORELLI T A,4.0,2.0,2.0,3.0,8.0,,,,,,5.0,24
,,,1452,PECORELLI T A,5.0,2.0,3.0,4.0,7.0,,,,,,3.0,24
,,,1453,NGUYEN TH H,4.0,3.0,3.0,3.0,4.0,1.0,,,,,8.0,26
,,,1454,NGUYEN TH H,4.0,4.0,4.0,1.0,5.0,,,,,,8.0,26
,,,4040,DHAR G,6.0,7.0,2.0,,3.0,,,,,,4.0,22
,,,4041,DHAR G,3.0,4.0,6.0,,4.0,,,,,,4.0,21
,,CHEM   11,1456,SCHMIDT E,1.0,2.0,2.0,1.0,5.0,,,,,,13.0,24
,,,1457,SCHOLEFIELD M R,5.0,2.0,5.0,1.0,1.0,,,,,,14.0,28
,,,1458,SCHOLEFIELD M R,3.0,2.0,6.0,2.0,3.0,,,,,,13.0,29
,,,1459,SCHOLEFIELD M R,9.0,9.0,3.0,,1.0,,,,,,7.0,29
,,,1460,PAPAZYAN A,8.0,4.0,2.0,,2.0,,1.0,,,,10.0,27
,,,1461,PAPAZYAN A,9.0,5.0,2.0,1.0,,,,,,,10.0,27
,,,1462,MURPHY J E,,4.0,6.0,1.0,,,,,,,10.0,21
,,,1463,MURPHY J E,3.0,5.0,7.0,3.0,1.0,,,,,,7.0,26
,,,1464,MURPHY J E,2.0,3.0,4.0,,1.0,,,,,,9.0,19
,,,4042,GALLOGLY E B,5.0,5.0,2.0,3.0,3.0,,,,,,8.0,26
,,,4043,TOUMARI A,5.0,6.0,3.0,,6.0,,1.0,1.0,,,8.0,30
,,CHEM   12,1465,HSIEH J M,4.0,3.0,4.0,,2.0,1.0,,,,,12.0,26
,,,1466,HSIEH J M,4.0,3.0,6.0,2.0,1.0,1.0,,,,,12.0,29
,,,1467,HSIEH J M,4.0,5.0,6.0,,1.0,,,,,,9.0,25
,,,1468,GALLOGLY E B,2.0,3.0,2.0,,1.0,1.0,,,,,7.0,16
,,,1469,GALLOGLY E B,2.0,2.0,3.0,,1.0,,,,,,9.0,17
,,,1470,GALLOGLY E B,5.0,3.0,3.0,,,,,,,,10.0,21
,,,1471,LICHTSCHEIDL A,2.0,6.0,3.0,1.0,1.0,,,,,,3.0,16
,,CHEM   19,1472,SCHWYTER D H,3.0,4.0,4.0,1.0,3.0,,,,,,7.0,22
,,,1473,SCHWYTER D H,5.0,2.0,3.0,1.0,1.0,,,,,,13.0,25
,,,1474,FEREDE R,3.0,,4.0,7.0,4.0,,,,,,9.0,27
,,,1475,FEREDE R,3.0,4.0,6.0,3.0,3.0,,,,,,7.0,26
,,,1476,CORDEIRO R C,12.0,12.0,1.0,,2.0,,,,,,2.0,29
,,,4044,BABAKHANLOU M,13.0,8.0,3.0,2.0,1.0,,,,,,6.0,33
,,,4045,BABAKHANLOU M,13.0,9.0,4.0,1.0,2.0,,,,,2.0,2.0,33
,,CHEM   21,1477,ANDERSON JAMEY L,11.0,3.0,3.0,,,,,1.0,,,4.0,22
,,,1478,ANDERSON JAMEY L,8.0,6.0,7.0,,,,,,,,6.0,27
,,,1479,BAUTISTA M R,2.0,1.0,3.0,3.0,,1.0,1.0,,,,9.0,20
,,,1480,BAUTISTA M R,1.0,1.0,3.0,1.0,,,,,,,5.0,11
,,CHEM   22,1481,DONG T A,10.0,6.0,4.0,1.0,1.0,,,,,,11.0,33
,,CHEM   24,1482,DONG T A,12.0,4.0,1.0,,,,,,,,4.0,21
,,,1483,DONG T A,18.0,2.0,,,,,,,,,5.0,25
,,CHEM   88A,1484,NAULI S,2.0,,,,,,,,,,,2
,ENGR,ENGR    1,4100,DANG T T,10.0,2.0,1.0,,2.0,,,4.0,,,10.0,29
,,,4101,SANTOS J,17.0,2.0,,1.0,3.0,,,,,,4.0,27
,,ENGR   11,4102,DANG T T,4.0,3.0,3.0,,4.0,,,,,,11.0,25
,,ENGR   12,2359,MANOOKIAN N,9.0,3.0,1.0,1.0,1.0,,,,,,5.0,20
,PHYSCS,PHYSCS  6,3215,PAIK S T,9.0,4.0,2.0,1.0,,1.0,,,,,7.0,24
,,,3216,PAIK S T,14.0,4.0,2.0,1.0,,,,,,,5.0,26
,,,3217,ARABI M,10.0,11.0,4.0,,,1.0,,,,,4.0,30
,,PHYSCS  7,3218,PAIK S T,18.0,9.0,1.0,,,,,,,,1.0,29
,,PHYSCS  8,3219,HENDERSON J M,6.0,2.0,1.0,1.0,6.0,,,,,,6.0,22
,,,3220,HENDERSON J M,6.0,2.0,,,5.0,,,,,,10.0,23
,,PHYSCS 12,3221,ROBERTS KE,16.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,24
,,,4262,MURPHY T J,4.0,6.0,,,4.0,1.0,1.0,,,,7.0,23
,,PHYSCS 14,3222,KAMAGA C N,9.0,4.0,2.0,,1.0,1.0,,,,,4.0,21
,,,3224,ROBERTS KE,9.0,,1.0,,2.0,,,,,,8.0,20
,,,4263,DO M H,9.0,7.0,5.0,1.0,,,,,,,5.0,27
,,PHYSCS 20,3225,ARABI M,3.0,4.0,,,1.0,1.0,,,,,5.0,14
,,PHYSCS 21,3226,STROHMAIER K D,3.0,7.0,5.0,1.0,3.0,,,,,,13.0,32
,,,3227,FARIVAR D,6.0,5.0,3.0,,,,,,,,6.0,20
,,,3228,FARIDIAN F,11.0,5.0,,1.0,3.0,,,,,,9.0,29
,,,3229,CARSON J,7.0,7.0,4.0,1.0,2.0,,,,,,5.0,26
,,,3230,BAUER D,4.0,6.0,3.0,1.0,2.0,1.0,,,,,7.0,24
,,,3231,MENACHEKANIAN E,2.0,1.0,1.0,,2.0,,,,,,20.0,26
,,,4264,ROJAS R R,4.0,3.0,4.0,,2.0,,,,,,5.0,18
,,PHYSCS 22,3232,STROHMAIER K D,6.0,2.0,7.0,3.0,,,,,,,8.0,26
,,,3233,MENACHEKANIAN E,2.0,1.0,2.0,,3.0,,,1.0,,,13.0,22
,,,4265,KOCHARIAN A,14.0,2.0,2.0,1.0,2.0,,,,,,3.0,24
,,,4266,KOCHARIAN A,16.0,4.0,,1.0,1.0,,,,,,4.0,26
,,PHYSCS 23,3235,FARIDIAN F,27.0,3.0,2.0,1.0,1.0,,,,,,,34
,,,4267,CHEUNG KW H,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,9.0,22
,,,4268,MAJLESSI A,8.0,4.0,1.0,,,,,,,,2.0,15
Psychology,PSYCH,PSYCH   1,3292,GUILD L A,16.0,13.0,3.0,2.0,3.0,,,1.0,,,5.0,43
,,,3293,CHOPP R M,21.0,10.0,5.0,2.0,5.0,,,,,,2.0,45
,,,3294,CHIN D,19.0,5.0,6.0,4.0,6.0,,,,,,2.0,42
,,,3295,SCHWARTZ A F,11.0,2.0,3.0,,14.0,,,1.0,,,6.0,37
,,,3296,GUILD L A,17.0,13.0,6.0,2.0,5.0,,,,,,2.0,45
,,,3297,WOODARD N L,5.0,6.0,3.0,,4.0,,,,,,3.0,21
,,,3298,HALD L A,22.0,3.0,,,,,,,,,1.0,26
,,,3299,SCHWARTZ A F,13.0,8.0,3.0,,8.0,,,,,,8.0,40
,,,3300,HAUSMAN OZERY D,19.0,6.0,5.0,,8.0,,,,,,1.0,39
,,,3301,SAGE R,4.0,3.0,5.0,3.0,11.0,,,,,,19.0,45
,,,3302,WOODARD N L,11.0,5.0,1.0,1.0,4.0,,,,,,1.0,23
,,,3303,ANDERSON ST M,18.0,8.0,5.0,3.0,3.0,,,,,,3.0,40
,,,3304,ARAKELYAN H,24.0,9.0,2.0,1.0,7.0,,,,,,3.0,46
,,,3305,DAVIS-KING D T,7.0,12.0,8.0,3.0,7.0,,,,,,7.0,44
,,,3306,CHOPP R M,23.0,8.0,2.0,,6.0,,,,,,1.0,40
,,,3307,SAGE R,2.0,3.0,2.0,4.0,11.0,,,,,,16.0,38
,,,3308,ANDERSON ST M,20.0,10.0,5.0,,4.0,1.0,,,,,5.0,45
,,,3309,HAUSMAN OZERY D,30.0,2.0,2.0,,1.0,,,,,,3.0,38
,,,3310,DAVIS-KING D T,8.0,13.0,7.0,2.0,3.0,1.0,1.0,,,,10.0,45
,,,3311,SAGE R,2.0,3.0,10.0,2.0,7.0,,,,,,15.0,39
,,,3312,FARWELL L A,14.0,14.0,6.0,,,1.0,,,,,3.0,38
,,,3313,FARWELL L A,17.0,6.0,4.0,,1.0,1.0,,,,,8.0,37
,,,3314,FARWELL L A,12.0,9.0,5.0,,,,,,,,11.0,37
,,,3315,CHIN D,31.0,3.0,2.0,1.0,,,,,,,4.0,41
